State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Asir Province,Abha,2014-01-01,31.44,76.57,15.02,26.2,41.22,1.89,0.74,2.09,48.27,1.94,5.1,4.21,71,Satisfactory,10.08,25.57,0.00016,0.42,21.15,398.18
Asir Province,Khamis Mushait,2014-01-01,25.63,64.21,6.52,11.4,17.91,2.68,0.51,5.1,40.69,1.66,3.47,3.32,83,Satisfactory,12.53,22.45,7e-05,0.77,15.08,261.21
Asir Province,Muhayil,2014-01-01,20.45,75.51,4.21,13.74,17.95,1.76,0.65,7.0,43.78,1.9,4.37,1.93,66,Satisfactory,4.72,20.88,0.00019,1.4,16.77,594.47
Asir Province,Bisha,2014-01-01,26.57,83.13,6.24,14.57,20.82,1.05,0.9,6.17,55.29,1.63,4.35,2.48,94,Satisfactory,5.38,53.82,7e-05,0.85,18.13,237.29
Asir Province,Sarat Ubaida,2014-01-01,44.08,52.99,4.25,12.24,16.49,2.1,0.4,5.03,71.46,2.63,8.99,4.21,147,Moderate,19.31,42.97,7e-05,1.28,19.57,133.69
Asir Province,Tathleeth,2014-01-01,22.07,111.32,11.82,23.11,34.93,2.49,0.5,6.1,27.67,1.66,3.85,4.42,53,Satisfactory,15.19,63.54,0.00013,0.91,14.66,298.39
Asir Province,Majardah,2014-01-01,21.65,85.92,6.77,19.37,26.13,2.34,0.55,6.4,34.84,1.5,4.98,4.31,55,Satisfactory,4.67,34.54,0.00017,1.06,17.34,439.94
Jazan Province,Jazan,2014-01-01,33.61,67.45,6.12,16.07,22.19,2.98,0.65,4.99,42.61,2.44,9.14,3.0,76,Satisfactory,15.17,64.98,5e-05,0.64,17.45,306.33
Jazan Province,Sabya,2014-01-01,25.1,78.3,5.04,14.96,20.0,3.54,0.3,3.85,52.47,1.35,2.95,2.92,59,Satisfactory,8.93,21.8,8e-05,0.97,20.48,236.7
Jazan Province,Abu Arish,2014-01-01,21.35,51.28,7.91,16.29,24.2,0.71,0.48,6.84,38.67,0.86,2.54,0.88,82,Satisfactory,7.75,17.92,9e-05,1.34,20.1,372.37
Jazan Province,Samtah,2014-01-01,40.28,93.89,8.94,15.58,24.52,2.22,0.5,9.86,41.9,1.48,2.97,1.86,119,Moderate,11.7,23.63,0.0001,1.58,17.98,325.62
Jazan Province,Ad Darb,2014-01-01,19.81,62.19,9.65,19.89,29.54,1.9,0.82,5.9,42.87,1.43,3.31,3.48,96,Satisfactory,14.0,10.0,3e-05,0.9,17.82,127.39
Jazan Province,Farasan,2014-01-01,30.79,100.58,12.68,25.63,38.31,1.5,0.49,5.78,45.57,1.61,3.22,3.0,86,Satisfactory,19.27,86.86,4e-05,2.18,15.85,403.91
Tabuk Province,Tabuk,2014-01-01,10.98,55.9,3.15,9.49,12.64,1.67,0.69,7.83,51.12,1.42,3.19,2.74,45,Good,6.97,27.32,9e-05,1.82,16.37,373.02
Tabuk Province,Tayma,2014-01-01,30.3,104.14,7.03,13.42,20.45,1.29,0.61,5.25,41.73,1.9,3.98,2.59,72,Satisfactory,16.5,29.26,5e-05,0.84,23.1,347.28
Tabuk Province,Umluj,2014-01-01,21.9,55.7,7.62,23.01,30.64,4.69,0.6,9.58,54.54,1.84,5.91,4.58,57,Satisfactory,20.63,29.43,0.00013,1.93,13.63,460.17
Tabuk Province,Al Wajh,2014-01-01,19.84,51.17,6.69,12.09,18.78,1.43,0.41,7.21,41.73,1.93,4.43,4.35,81,Satisfactory,21.6,56.14,0.00012,1.3,15.33,325.29
Tabuk Province,Duba,2014-01-01,23.81,65.15,6.29,12.75,19.04,1.91,0.73,3.82,18.19,2.51,5.32,3.36,65,Satisfactory,25.17,63.48,0.00015,1.85,21.3,322.41
Al-Qassim Province,Buraidah,2014-01-01,26.62,82.26,8.54,15.27,23.81,0.42,0.72,2.76,65.76,2.09,6.46,5.45,89,Satisfactory,12.27,15.95,4e-05,1.84,17.81,427.04
Al-Qassim Province,Unaizah,2014-01-01,31.46,74.37,8.38,19.21,27.59,2.17,0.63,8.03,25.16,2.17,6.81,6.33,93,Satisfactory,14.32,19.03,0.00011,1.58,13.37,338.91
Al-Qassim Province,Ar Rass,2014-01-01,24.8,99.66,5.01,11.07,16.08,1.73,0.76,6.61,71.2,2.05,8.13,3.21,95,Satisfactory,9.35,13.08,6e-05,2.16,15.9,143.7
Al-Qassim Province,Al Bukayriyah,2014-01-01,27.06,84.82,9.06,19.34,28.4,0.99,0.6,3.8,33.38,1.14,3.03,1.74,58,Satisfactory,10.63,21.83,0.0001,0.85,18.86,143.64
Al-Qassim Province,Al Badai,2014-01-01,43.84,104.46,11.26,22.61,33.87,1.42,0.32,5.16,18.23,1.88,4.91,3.59,122,Moderate,10.39,28.31,0.00012,1.82,16.9,123.22
Al Jawf Province,Sakaka,2014-01-01,26.77,113.66,7.05,14.79,21.84,3.28,0.7,5.24,43.82,2.08,6.74,3.09,64,Satisfactory,1.23,16.2,0.0,1.46,20.75,562.2
Al Jawf Province,Dumat Al Jandal,2014-01-01,17.98,77.03,10.08,17.53,27.61,2.21,0.86,7.26,55.4,1.68,4.76,1.75,69,Satisfactory,6.2,18.52,0.00013,1.08,13.65,429.21
Al Jawf Province,Qurayyat,2014-01-01,17.87,83.75,5.99,9.99,15.98,2.17,0.75,8.18,21.49,2.64,9.28,6.06,87,Satisfactory,9.17,11.63,0.00011,1.54,24.33,399.29
Northern Borders,Arar,2014-01-01,16.86,28.74,5.3,15.23,20.53,2.52,0.62,4.87,49.18,1.96,6.16,2.68,98,Satisfactory,14.26,24.61,6e-05,1.38,16.18,98.87
Northern Borders,Turaif,2014-01-01,41.94,62.73,12.28,21.76,34.03,3.3,0.93,6.51,28.09,2.14,8.44,2.71,129,Moderate,15.34,27.71,0.00011,1.43,22.61,407.64
Northern Borders,Rafha,2014-01-01,23.99,105.38,6.48,20.7,27.18,2.87,0.56,5.54,24.37,1.18,4.65,2.02,61,Satisfactory,13.77,27.46,9e-05,1.22,16.23,220.64
Hail Province,Hail,2014-01-01,18.72,121.84,10.53,26.62,37.15,1.26,0.53,5.05,27.35,2.0,4.6,3.76,68,Satisfactory,14.07,26.17,0.00015,1.3,10.15,475.34
Hail Province,Baqaa,2014-01-01,29.41,80.35,10.55,22.34,32.89,2.2,0.78,4.61,40.11,1.1,3.54,1.46,61,Satisfactory,17.37,28.78,1e-05,2.21,18.85,379.58
Hail Province,Al Ghazalah,2014-01-01,16.52,43.15,7.14,19.22,26.36,0.98,0.7,7.58,33.95,1.62,5.18,3.96,58,Satisfactory,11.64,26.87,0.00011,1.57,19.71,276.53
Najran Province,Najran,2014-01-01,14.24,79.22,8.54,21.12,29.66,1.76,0.75,8.1,41.37,0.71,1.99,1.27,91,Satisfactory,6.15,15.17,9e-05,1.85,16.89,234.2
Najran Province,Sharurah,2014-01-01,23.97,99.76,9.3,20.41,29.7,0.45,0.63,4.03,54.04,2.08,7.27,3.66,73,Satisfactory,6.96,17.53,0.00015,1.46,18.1,260.56
Najran Province,Hubuna,2014-01-01,15.51,76.6,13.83,27.42,41.25,1.23,0.71,6.9,58.94,1.36,5.23,3.39,74,Satisfactory,20.52,16.79,0.00012,1.08,20.41,472.07
Riyadh Province,Riyadh,2014-02-01,42.26,94.09,26.16,53.04,79.19,1.85,0.87,5.08,71.56,1.51,4.12,2.42,119,Moderate,17.9,22.56,0.0001,1.82,17.42,3881.97
Riyadh Province,Al Kharj,2014-02-01,31.05,123.52,8.03,21.49,29.52,1.4,0.2,6.74,65.08,1.6,4.4,3.89,71,Satisfactory,11.6,15.49,0.00013,1.59,19.14,25.05
Riyadh Province,Ad Dawadimi,2014-02-01,27.4,71.84,12.01,20.86,32.87,1.88,0.78,6.45,61.28,2.38,4.8,3.82,57,Satisfactory,7.03,22.78,0.0001,1.15,20.91,592.26
Riyadh Province,Majmaah,2014-02-01,13.1,69.47,10.14,17.63,27.76,2.2,0.8,6.68,39.93,2.01,6.72,5.25,96,Satisfactory,14.0,27.56,7e-05,0.9,19.17,469.84
Riyadh Province,Wadi ad-Dawasir,2014-02-01,17.25,55.01,8.99,27.2,36.18,1.04,0.77,1.82,41.57,0.72,2.23,1.35,76,Satisfactory,13.6,11.62,0.0001,2.02,5.93,109.4
Riyadh Province,Afif,2014-02-01,11.85,58.52,10.28,20.26,30.54,2.1,0.43,4.02,43.96,1.12,3.12,2.74,41,Good,15.46,14.53,6e-05,1.31,17.07,72.17
Riyadh Province,Zulfi,2014-02-01,31.7,73.71,10.37,20.94,31.31,2.43,0.62,7.37,42.35,1.08,2.99,2.42,87,Satisfactory,4.55,35.73,9e-05,1.35,12.18,295.92
Riyadh Province,Shaqra,2014-02-01,19.46,82.71,8.6,15.83,24.43,1.05,0.84,8.13,46.24,1.5,5.51,4.13,87,Satisfactory,20.45,22.69,8e-05,1.44,12.98,397.18
Riyadh Province,Al Quwayiyah,2014-02-01,20.1,70.66,17.26,28.81,46.07,1.66,0.63,7.94,42.64,1.21,3.56,2.53,52,Satisfactory,3.62,23.93,0.00011,0.49,19.19,342.52
Riyadh Province,Diriyah,2014-02-01,28.85,49.92,6.32,19.92,26.24,2.19,0.35,6.62,29.21,1.4,4.78,2.76,69,Satisfactory,10.75,38.38,0.00017,1.82,17.94,511.76
Riyadh Province,Muzahmiyya,2014-02-01,20.77,55.45,8.94,18.72,27.66,3.7,0.42,8.09,55.77,1.05,3.44,2.11,68,Satisfactory,13.93,13.12,3e-05,1.34,20.61,285.7
Riyadh Province,Thadiq,2014-02-01,10.12,85.08,7.58,15.86,23.45,1.55,0.75,6.66,36.79,2.06,6.03,3.17,48,Good,14.26,18.68,0.00013,1.09,14.79,707.9
Makkah Province,Mecca,2014-02-01,31.85,116.82,12.55,23.91,36.46,2.26,1.14,3.84,64.05,1.09,2.68,1.11,54,Satisfactory,6.67,23.85,5e-05,0.31,17.4,4836.94
Makkah Province,Jeddah,2014-02-01,23.64,88.81,10.6,34.91,45.51,2.33,0.91,5.29,61.49,1.04,2.94,1.88,65,Satisfactory,18.73,50.3,0.00014,1.17,16.4,2372.54
Makkah Province,Taif,2014-02-01,33.86,86.98,11.99,26.34,38.32,1.35,0.4,6.54,45.24,1.38,5.2,3.01,83,Satisfactory,12.24,28.3,0.00016,0.88,17.76,428.95
Makkah Province,Rabigh,2014-02-01,40.55,48.8,11.13,24.1,35.24,1.96,0.36,31.91,49.86,4.54,11.37,12.3,131,Moderate,17.62,55.9,0.00016,0.56,56.6,1392.97
Makkah Province,Al Qunfudhah,2014-02-01,25.83,65.3,9.16,17.85,27.0,0.0,0.54,7.38,58.16,1.45,4.17,2.82,53,Satisfactory,15.99,89.5,0.00014,1.28,8.56,197.73
Makkah Province,Al Lith,2014-02-01,20.65,68.5,6.26,15.62,21.88,1.36,0.6,11.7,49.42,1.52,4.97,3.36,70,Satisfactory,15.52,10.0,6e-05,1.63,19.06,191.93
Makkah Province,Khulais,2014-02-01,40.17,100.31,11.55,23.09,34.64,2.46,0.6,3.39,49.02,1.07,4.06,2.89,122,Moderate,12.97,12.38,9e-05,1.05,14.64,388.06
Makkah Province,Turabah,2014-02-01,25.0,115.89,6.52,18.11,24.64,0.94,0.71,4.08,54.05,1.25,4.35,1.82,97,Satisfactory,9.29,30.77,0.00014,1.85,20.23,299.38
Makkah Province,Ranyah,2014-02-01,24.83,86.44,4.22,13.55,17.77,2.78,0.27,3.74,39.56,1.81,6.73,3.77,83,Satisfactory,17.4,25.51,0.00012,1.53,18.67,403.58
Eastern Province,Dammam,2014-02-01,30.51,86.77,11.34,27.92,39.26,1.57,0.82,5.7,29.15,1.94,4.94,3.26,73,Satisfactory,19.17,64.38,9e-05,1.33,20.57,3409.66
Eastern Province,Al Ahsa,2014-02-01,19.32,77.5,6.96,19.44,26.39,2.46,0.51,4.87,53.37,1.01,3.22,2.53,56,Satisfactory,5.61,16.15,9e-05,1.85,14.46,69.67
Eastern Province,Jubail,2014-02-01,26.54,84.73,11.02,32.22,43.24,1.39,0.5,25.1,27.35,2.74,5.68,6.03,61,Satisfactory,12.25,78.59,0.00015,0.86,55.74,1603.76
Eastern Province,Dhahran,2014-02-01,25.41,83.19,14.2,28.66,42.86,1.35,0.71,39.9,33.0,4.58,9.74,8.19,54,Satisfactory,14.02,19.67,8e-05,1.36,46.37,1287.71
Eastern Province,Khobar,2014-02-01,27.13,77.41,9.39,21.79,31.19,3.49,0.66,2.83,56.12,0.81,2.12,1.89,72,Satisfactory,15.74,81.55,0.0001,2.2,11.6,563.09
Eastern Province,Hafar Al Batin,2014-02-01,37.5,74.32,8.56,19.34,27.9,4.53,0.58,3.57,67.48,2.45,4.97,5.07,130,Moderate,7.42,27.8,0.00016,1.43,11.97,264.19
Eastern Province,Khafji,2014-02-01,50.12,102.36,23.08,42.28,65.36,1.13,0.65,10.81,51.43,5.68,21.02,7.69,125,Moderate,17.64,24.14,0.0001,1.13,52.43,870.22
Eastern Province,Qatif,2014-02-01,23.98,70.3,7.95,19.61,27.56,1.77,0.59,6.61,50.58,0.7,2.36,0.99,83,Satisfactory,24.79,69.67,0.0001,0.94,12.52,83.54
Eastern Province,Ras Tanura,2014-02-01,44.85,89.27,18.41,37.44,55.85,2.14,0.33,32.92,41.58,3.51,8.77,7.71,137,Moderate,19.32,86.43,0.00014,0.96,35.44,899.08
Eastern Province,Abqaiq,2014-02-01,21.46,54.49,25.17,43.16,68.32,1.03,0.55,31.96,39.16,2.28,6.58,3.71,91,Satisfactory,12.74,15.02,7e-05,1.66,50.77,10.0
Eastern Province,Safwa,2014-02-01,34.07,109.32,10.95,19.57,30.53,3.89,0.92,9.08,42.62,2.13,6.86,2.77,64,Satisfactory,13.74,16.26,0.00014,1.21,18.37,307.05
Eastern Province,Nariyah,2014-02-01,25.33,58.2,12.11,24.41,36.51,1.61,0.47,5.66,55.69,1.23,4.14,3.12,71,Satisfactory,19.19,20.86,8e-05,1.25,20.17,470.16
Eastern Province,Buqayq,2014-02-01,23.8,100.23,5.4,14.9,20.31,1.8,0.73,6.63,56.04,2.29,6.26,6.38,65,Satisfactory,7.29,14.55,8e-05,1.07,10.22,539.19
Madinah Province,Medina,2014-02-01,50.28,81.63,15.66,42.24,57.89,1.42,0.88,8.16,33.81,2.0,5.12,3.65,130,Moderate,13.18,29.6,0.00017,2.06,21.8,3419.99
Madinah Province,Yanbu,2014-02-01,13.15,65.0,16.29,27.18,43.47,0.53,0.63,48.82,40.06,5.04,11.78,11.9,52,Satisfactory,25.27,45.6,1e-05,1.91,28.35,873.03
Madinah Province,Al Ula,2014-02-01,22.45,48.29,4.82,14.03,18.85,1.88,0.82,7.83,50.26,1.65,5.23,3.84,72,Satisfactory,4.63,18.6,7e-05,1.46,15.72,499.44
Madinah Province,Bader,2014-02-01,15.19,64.34,13.18,22.29,35.47,2.71,0.45,5.96,42.24,1.23,4.22,3.48,96,Satisfactory,15.94,19.06,2e-05,1.59,21.79,336.61
Madinah Province,Mahd Al Thahab,2014-02-01,30.82,85.07,12.95,25.57,38.51,1.84,0.37,9.14,39.16,1.47,5.18,4.3,61,Satisfactory,10.15,24.54,0.00012,1.68,19.6,273.56
Madinah Province,Hanakiyah,2014-02-01,21.01,70.96,2.48,6.4,8.89,1.39,0.72,3.4,24.65,0.35,0.96,0.65,60,Satisfactory,6.9,23.82,0.00015,1.17,28.11,133.29
Asir Province,Abha,2014-02-01,35.92,118.74,9.57,17.42,26.99,1.8,0.62,5.36,42.91,1.69,4.87,3.21,117,Moderate,4.09,41.2,0.00014,0.99,10.24,611.93
Asir Province,Khamis Mushait,2014-02-01,27.15,67.96,12.46,22.66,35.12,1.03,0.62,4.91,30.45,1.48,5.5,3.76,62,Satisfactory,14.13,27.18,5e-05,1.23,11.84,475.64
Asir Province,Muhayil,2014-02-01,26.27,56.61,5.69,10.58,16.28,0.83,0.75,1.38,74.88,0.59,1.59,0.79,75,Satisfactory,8.25,39.16,0.00018,0.9,23.07,292.69
Asir Province,Bisha,2014-02-01,29.76,63.47,13.79,25.14,38.93,0.86,0.46,6.07,49.83,1.97,4.39,5.32,77,Satisfactory,15.08,31.95,9e-05,1.36,26.37,487.4
Asir Province,Sarat Ubaida,2014-02-01,43.65,80.88,10.64,24.18,34.82,0.87,0.2,5.27,41.69,1.29,3.56,3.0,147,Moderate,7.64,21.49,6e-05,1.33,19.18,400.61
Asir Province,Tathleeth,2014-02-01,14.86,103.1,16.94,28.58,45.52,1.97,0.69,5.02,64.31,1.45,4.46,3.56,84,Satisfactory,6.44,59.17,4e-05,1.12,19.67,367.92
Asir Province,Majardah,2014-02-01,23.83,92.22,15.65,27.48,43.13,3.63,0.66,7.63,36.95,1.62,3.43,3.48,70,Satisfactory,13.95,72.6,0.00019,1.32,11.37,356.15
Jazan Province,Jazan,2014-02-01,21.99,62.34,4.68,12.09,16.77,1.4,0.64,7.23,51.04,0.65,1.57,0.81,65,Satisfactory,11.73,89.54,0.00011,1.82,17.38,455.56
Jazan Province,Sabya,2014-02-01,22.36,105.58,12.28,20.73,33.01,2.18,0.8,5.73,37.73,0.93,3.02,1.35,88,Satisfactory,12.58,21.59,0.00014,1.61,15.84,386.29
Jazan Province,Abu Arish,2014-02-01,34.68,89.87,4.56,14.73,19.29,3.35,0.57,7.5,71.76,1.8,6.14,3.24,58,Satisfactory,24.93,11.53,5e-05,1.2,14.18,261.81
Jazan Province,Samtah,2014-02-01,12.45,51.96,8.97,22.8,31.76,1.06,0.67,7.61,49.12,1.48,3.67,4.18,90,Satisfactory,13.83,18.81,9e-05,1.98,20.97,271.44
Jazan Province,Ad Darb,2014-02-01,21.68,45.07,14.83,28.38,43.2,2.34,0.31,5.94,20.65,1.27,2.92,2.89,90,Satisfactory,8.1,32.25,0.00013,1.34,22.69,363.97
Jazan Province,Farasan,2014-02-01,25.57,42.42,5.27,11.12,16.39,1.49,0.57,6.08,29.46,1.19,4.28,2.63,88,Satisfactory,22.73,52.37,6e-05,1.62,15.59,341.12
Tabuk Province,Tabuk,2014-02-01,25.14,104.26,14.01,30.14,44.15,2.75,0.57,9.69,56.48,1.03,2.83,1.98,89,Satisfactory,14.2,20.75,0.00012,1.48,16.0,392.45
Tabuk Province,Tayma,2014-02-01,32.74,39.64,5.82,14.98,20.79,1.16,0.7,3.92,69.11,2.32,7.33,4.63,75,Satisfactory,10.34,10.0,0.00011,0.8,18.3,565.23
Tabuk Province,Umluj,2014-02-01,12.72,88.09,8.85,25.81,34.66,1.77,0.65,7.07,65.0,1.83,6.8,3.21,78,Satisfactory,23.86,55.21,9e-05,2.18,25.23,286.32
Tabuk Province,Al Wajh,2014-02-01,13.87,74.25,6.39,21.13,27.52,1.18,0.53,5.43,19.66,1.46,4.27,4.05,54,Satisfactory,24.77,67.11,6e-05,1.27,12.93,470.27
