State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Aguascalientes,Aguascalientes,2016-04-01,46.27,44.86,15.99,30.25,23.66,8.98,2.2,20.57,105.08,0.61,9.33,0.31,128.0,Unhealthy for Sensitive Groups,10.8,33.8,0.263,3.51,31.59,51.0
Aguascalientes,Aguascalientes,2016-05-01,23.73,57.5,20.01,34.32,48.33,7.27,2.03,7.03,73.58,1.42,2.35,0.58,75.0,Moderate,14.0,41.8,0.274,0.97,30.65,51.1
Aguascalientes,Aguascalientes,2016-06-01,23.94,33.76,18.78,11.97,21.52,5.61,0.89,13.37,92.1,1.31,0.81,0.48,76.0,Moderate,8.3,59.1,0.268,1.54,31.17,51.0
Aguascalientes,Aguascalientes,2016-07-01,11.56,21.04,10.72,16.6,14.3,7.12,1.19,9.82,69.55,0.89,5.09,2.03,48.0,Good,7.7,65.0,0.18,1.76,29.38,50.9
Aguascalientes,Aguascalientes,2016-08-01,20.3,50.46,12.51,14.25,28.8,7.07,0.82,9.65,76.45,1.76,5.9,0.38,68.0,Moderate,12.0,86.9,0.181,1.37,31.49,51.1
Aguascalientes,Aguascalientes,2016-09-01,27.07,23.24,12.01,15.26,19.56,9.44,1.2,4.81,44.68,1.24,6.0,1.65,82.0,Moderate,12.6,89.4,0.184,0.02,31.52,51.0
Aguascalientes,Aguascalientes,2016-10-01,24.24,34.54,14.27,31.71,27.74,2.47,1.18,16.96,37.72,1.25,2.33,2.93,77.0,Moderate,10.9,77.9,0.212,1.18,30.93,50.8
Aguascalientes,Aguascalientes,2016-11-01,48.47,53.76,9.55,22.74,38.67,4.24,1.33,21.2,42.4,1.24,,2.81,133.0,Unhealthy for Sensitive Groups,10.0,63.4,0.173,0.64,31.17,51.1
Aguascalientes,Aguascalientes,2016-12-01,55.57,98.13,25.03,27.35,50.18,12.41,0.85,25.45,43.25,2.83,10.78,4.74,151.0,Unhealthy,8.2,62.6,0.141,1.42,30.62,51.2
Aguascalientes,Aguascalientes,2017-01-01,47.67,102.44,31.4,32.69,70.3,8.15,0.83,21.35,46.69,1.68,9.09,3.07,131.0,Unhealthy for Sensitive Groups,9.7,43.0,0.224,3.13,30.88,51.6
Aguascalientes,Aguascalientes,2017-02-01,42.11,80.45,13.45,46.19,48.41,8.48,0.73,17.04,70.45,1.55,7.22,2.53,117.0,Unhealthy for Sensitive Groups,11.0,50.9,0.22,2.02,31.91,51.4
Aguascalientes,Aguascalientes,2017-03-01,39.66,70.39,22.36,32.96,54.12,4.92,2.04,17.71,91.84,1.36,7.17,2.55,111.0,Unhealthy for Sensitive Groups,15.3,47.0,0.197,2.51,30.46,51.5
Aguascalientes,Aguascalientes,2017-04-01,23.76,76.35,9.96,31.12,26.17,11.59,1.26,11.55,86.42,2.51,3.3,3.35,76.0,Moderate,10.7,49.5,0.112,1.68,31.52,51.6
Aguascalientes,Aguascalientes,2017-05-01,48.6,43.59,31.38,54.61,43.41,8.62,2.22,18.84,94.92,1.38,2.08,1.25,133.0,Unhealthy for Sensitive Groups,13.7,42.9,0.29,1.71,31.03,51.6
Aguascalientes,Aguascalientes,2017-06-01,18.09,33.19,17.79,26.29,35.45,10.91,1.52,15.09,50.77,1.78,6.98,,64.0,Moderate,9.7,79.2,0.139,1.46,31.38,51.3
Aguascalientes,Aguascalientes,2017-07-01,15.35,40.06,13.91,24.33,13.47,6.79,1.15,6.76,63.02,0.52,4.55,0.52,58.0,Moderate,12.5,80.0,0.153,0.81,31.73,51.4
Aguascalientes,Aguascalientes,2017-08-01,19.08,44.04,9.06,17.22,8.16,3.09,1.25,8.83,52.85,1.68,5.0,0.4,66.0,Moderate,7.8,73.1,0.165,3.15,31.58,51.6
Aguascalientes,Aguascalientes,2017-09-01,11.71,49.53,,23.42,19.04,2.77,0.58,6.55,38.33,0.6,5.61,0.95,49.0,Good,10.1,83.6,0.153,2.01,31.19,51.7
Aguascalientes,Aguascalientes,2017-10-01,18.81,30.86,12.55,27.57,33.13,4.04,,18.78,85.39,1.14,7.88,2.33,65.0,Moderate,11.3,76.5,0.248,4.01,32.2,51.2
Aguascalientes,Aguascalientes,2017-11-01,42.58,72.08,27.67,39.43,34.11,6.52,1.23,12.14,68.27,2.75,2.51,2.06,118.0,Unhealthy for Sensitive Groups,8.2,51.6,0.191,0.29,30.56,51.6
Aguascalientes,Aguascalientes,2017-12-01,36.62,85.83,39.19,67.1,44.65,10.07,1.97,24.56,48.92,3.38,6.43,1.71,104.0,Unhealthy for Sensitive Groups,9.8,63.9,0.116,3.47,30.43,51.5
Aguascalientes,Aguascalientes,2018-01-01,38.92,55.61,30.44,38.99,47.1,15.44,2.68,13.97,51.55,2.04,2.59,3.17,109.0,Unhealthy for Sensitive Groups,12.4,50.8,0.225,1.39,32.53,52.0
Aguascalientes,Aguascalientes,2018-02-01,37.39,59.32,18.51,44.02,28.59,14.11,0.72,12.81,62.8,1.61,6.16,1.48,106.0,Unhealthy for Sensitive Groups,11.9,48.4,0.212,0.13,32.39,52.1
Aguascalientes,Aguascalientes,2018-03-01,28.82,61.94,13.04,23.18,31.6,10.39,0.65,15.17,90.49,3.0,7.02,2.28,86.0,Moderate,15.5,35.5,0.201,2.51,30.55,52.2
Aguascalientes,Aguascalientes,2018-04-01,26.72,64.68,15.58,25.79,23.3,8.83,2.1,14.99,80.81,2.47,3.45,2.91,82.0,Moderate,12.2,46.3,0.186,-0.75,31.39,51.8
Aguascalientes,Aguascalientes,2018-05-01,37.91,66.16,18.94,53.71,34.84,8.27,1.46,7.54,81.88,1.1,4.46,2.09,107.0,Unhealthy for Sensitive Groups,6.2,42.4,0.197,0.13,31.75,52.1
Aguascalientes,Aguascalientes,2018-06-01,20.98,51.61,18.73,37.46,21.55,10.39,,5.18,97.81,1.63,6.85,,70.0,Moderate,7.1,79.8,0.18,1.43,31.9,52.0
Aguascalientes,Aguascalientes,2018-07-01,22.84,32.24,18.3,11.1,20.15,2.99,0.76,,98.35,,2.61,0.42,74.0,Moderate,7.9,82.5,0.186,2.75,31.27,51.9
Aguascalientes,Aguascalientes,2018-08-01,15.38,45.91,9.8,10.24,26.97,2.84,1.48,7.03,93.07,0.47,1.7,0.69,58.0,Moderate,12.0,71.5,0.275,0.5,31.5,52.2
Aguascalientes,Aguascalientes,2018-09-01,9.87,21.62,16.21,26.19,31.37,5.38,0.46,6.27,81.6,1.7,2.66,1.23,41.0,Good,6.6,81.8,0.125,0.82,31.06,51.9
Aguascalientes,Aguascalientes,2018-10-01,29.95,51.41,15.22,26.87,33.9,10.02,0.77,16.33,45.42,,5.34,1.89,89.0,Moderate,5.7,78.4,0.175,2.3,32.24,52.0
Aguascalientes,Aguascalientes,2018-11-01,28.58,85.24,20.92,32.66,49.0,17.69,1.87,8.68,57.14,2.86,3.02,2.48,86.0,Moderate,5.5,52.4,0.226,-0.48,31.5,52.1
Aguascalientes,Aguascalientes,2018-12-01,43.97,75.51,18.63,61.66,54.18,3.75,2.2,9.15,67.22,2.27,3.37,0.5,122.0,Unhealthy for Sensitive Groups,5.5,64.8,0.191,0.37,32.06,51.9
Aguascalientes,Aguascalientes,2019-01-01,36.73,48.52,14.96,39.81,27.65,5.6,2.18,21.59,67.27,3.34,8.62,1.62,104.0,Unhealthy for Sensitive Groups,8.3,55.6,0.183,-0.04,32.22,52.5
Aguascalientes,Aguascalientes,2019-02-01,16.88,45.44,14.56,29.22,23.37,13.07,1.02,17.46,59.28,2.06,4.46,2.96,61.0,Moderate,13.5,54.8,0.234,0.19,32.16,52.5
Aguascalientes,Aguascalientes,2019-03-01,37.39,74.93,12.15,28.12,29.43,8.76,1.86,10.08,91.08,1.66,9.24,,106.0,Unhealthy for Sensitive Groups,9.7,32.5,0.216,-0.05,32.15,52.6
Aguascalientes,Aguascalientes,2019-04-01,21.28,58.14,14.64,28.85,48.8,13.12,1.87,9.82,67.02,2.75,7.75,3.18,70.0,Moderate,11.1,40.5,0.26,2.84,32.6,52.4
Aguascalientes,Aguascalientes,2019-05-01,33.29,51.11,15.15,40.54,41.37,9.43,1.12,10.86,62.57,2.98,7.01,0.98,96.0,Moderate,10.8,48.9,0.173,0.92,31.69,52.5
Aguascalientes,Aguascalientes,2019-06-01,14.24,27.59,9.68,11.61,22.29,5.05,0.57,9.03,68.18,0.97,4.06,2.45,56.0,Moderate,9.2,61.3,0.282,2.47,32.45,52.5
Aguascalientes,Aguascalientes,2019-07-01,12.33,49.0,6.0,23.69,20.53,7.12,0.82,7.05,56.51,0.8,4.22,1.75,51.0,Moderate,11.0,79.6,0.288,1.21,32.44,52.4
Aguascalientes,Aguascalientes,2019-08-01,9.04,19.98,8.08,18.38,27.95,5.92,1.46,9.98,50.94,1.07,2.18,0.28,38.0,Good,10.6,70.8,0.209,0.87,32.66,52.4
Aguascalientes,Aguascalientes,2019-09-01,18.1,38.3,16.42,24.11,25.75,5.25,0.6,7.26,34.65,0.39,4.39,,64.0,Moderate,12.0,80.1,0.135,1.47,32.96,52.4
Aguascalientes,Aguascalientes,2019-10-01,8.2,42.22,18.14,25.58,24.57,9.06,1.78,9.52,69.29,1.87,2.59,0.75,34.0,Good,14.5,80.3,0.243,0.24,32.49,52.5
Aguascalientes,Aguascalientes,2019-11-01,42.05,,13.96,38.16,36.52,11.29,1.76,9.13,50.67,2.45,9.28,3.25,117.0,Unhealthy for Sensitive Groups,13.1,53.2,0.186,2.38,32.05,52.4
Aguascalientes,Aguascalientes,2019-12-01,36.9,36.49,13.84,37.01,57.53,5.55,2.96,13.16,25.43,1.4,10.48,1.81,104.0,Unhealthy for Sensitive Groups,8.6,58.2,0.191,0.63,32.85,52.6
Aguascalientes,Aguascalientes,2020-01-01,26.38,34.7,29.04,36.57,44.73,12.6,2.57,8.71,48.98,1.81,9.3,2.27,81.0,Moderate,8.5,58.9,0.237,0.72,33.05,53.1
Aguascalientes,Aguascalientes,2020-02-01,34.25,103.84,30.74,39.5,70.97,6.43,1.89,17.95,53.29,2.03,5.75,1.69,98.0,Moderate,12.8,55.4,0.104,0.35,33.12,52.9
Aguascalientes,Aguascalientes,2020-03-01,29.22,,13.48,19.71,39.26,6.73,1.63,21.8,77.53,0.82,,1.13,87.0,Moderate,15.4,42.1,0.302,1.52,32.59,53.0
Aguascalientes,Aguascalientes,2020-04-01,22.16,51.94,11.3,,23.22,5.74,1.07,2.15,43.36,1.03,3.81,1.1,72.0,Moderate,15.3,35.9,0.125,1.63,32.28,53.2
Aguascalientes,Aguascalientes,2020-05-01,28.28,66.2,16.31,21.23,45.65,7.32,0.96,9.16,65.73,1.17,1.23,1.77,85.0,Moderate,11.3,37.3,0.147,1.62,33.75,53.1
Aguascalientes,Aguascalientes,2020-06-01,18.68,10.26,11.78,24.29,20.13,7.26,1.23,,46.39,1.6,4.72,0.26,65.0,Moderate,13.5,55.1,0.218,2.83,33.48,53.0
Aguascalientes,Aguascalientes,2020-07-01,11.12,38.92,14.15,11.01,16.31,2.89,1.19,6.78,75.94,1.09,4.41,1.26,46.0,Good,13.9,72.1,0.145,1.94,33.33,53.0
Aguascalientes,Aguascalientes,2020-08-01,19.86,35.67,11.55,25.56,36.15,3.48,,10.57,85.57,1.42,3.44,0.47,67.0,Moderate,12.6,73.9,0.221,1.54,32.16,53.2
Aguascalientes,Aguascalientes,2020-09-01,18.73,43.55,7.27,11.78,28.18,3.92,1.33,6.83,59.45,0.94,2.92,1.26,65.0,Moderate,13.5,84.3,0.163,1.8,31.44,53.0
Aguascalientes,Aguascalientes,2020-10-01,16.79,52.83,12.82,33.74,,2.99,1.49,11.42,,2.41,5.91,2.72,61.0,Moderate,7.9,62.9,0.196,2.42,33.24,53.0
Aguascalientes,Aguascalientes,2020-11-01,27.7,75.44,23.14,42.79,28.61,8.32,1.71,12.44,62.25,,2.35,2.86,84.0,Moderate,10.1,57.1,0.173,1.79,33.33,53.1
Aguascalientes,Aguascalientes,2020-12-01,25.26,72.47,15.96,34.63,66.05,18.58,1.26,21.68,35.38,2.84,3.54,0.98,79.0,Moderate,9.7,60.5,0.078,1.7,32.68,52.9
Aguascalientes,Aguascalientes,2021-01-01,32.47,93.18,19.72,56.01,60.01,7.42,2.23,,41.42,2.29,3.49,2.93,94.0,Moderate,6.4,53.4,0.131,1.73,33.02,53.4
Aguascalientes,Aguascalientes,2021-02-01,40.7,66.81,12.95,37.8,15.29,13.86,1.31,19.71,50.33,,5.67,1.85,114.0,Unhealthy for Sensitive Groups,11.4,44.7,0.133,-0.38,32.65,53.6
Aguascalientes,Aguascalientes,2021-03-01,38.23,88.24,10.38,36.08,23.07,12.53,1.54,11.41,89.09,2.7,8.83,3.45,108.0,Unhealthy for Sensitive Groups,14.9,35.4,0.231,-0.46,33.5,53.6
Aguascalientes,Aguascalientes,2021-04-01,28.95,49.62,18.19,25.35,32.37,7.24,1.29,17.46,,2.52,7.66,2.16,86.0,Moderate,13.5,50.3,0.144,1.13,32.97,53.5
Aguascalientes,Aguascalientes,2021-05-01,30.3,54.2,14.96,50.19,29.45,10.31,0.75,11.11,80.6,1.8,9.39,1.07,89.0,Moderate,9.0,43.0,0.134,1.91,32.71,53.4
Aguascalientes,Aguascalientes,2021-06-01,9.29,16.16,10.51,16.15,19.28,5.67,1.07,10.13,79.34,1.51,5.83,2.28,39.0,Good,11.1,58.2,0.173,-0.11,32.19,53.6
Aguascalientes,Aguascalientes,2021-07-01,26.56,40.25,9.32,21.66,14.27,8.89,0.55,7.94,84.1,0.77,4.51,1.66,81.0,Moderate,7.6,69.2,0.123,1.05,32.28,53.5
Aguascalientes,Aguascalientes,2021-08-01,22.64,35.18,19.34,15.55,,7.78,0.44,13.31,58.34,1.29,3.46,1.79,73.0,Moderate,11.8,74.3,0.184,1.52,32.26,53.7
Aguascalientes,Aguascalientes,2021-09-01,10.53,28.11,7.09,14.39,31.67,2.34,0.76,12.48,85.54,1.13,5.26,1.94,44.0,Good,12.6,84.5,0.238,0.57,33.52,53.5
Aguascalientes,Aguascalientes,2021-10-01,36.59,31.94,18.15,23.28,16.31,5.57,0.95,14.14,74.19,1.37,6.32,1.7,104.0,Unhealthy for Sensitive Groups,12.2,63.4,0.188,1.26,32.66,53.5
Aguascalientes,Aguascalientes,2021-11-01,18.34,76.47,17.32,37.08,,5.39,2.3,7.29,48.4,1.59,,1.0,64.0,Moderate,6.3,54.3,0.137,0.27,32.83,53.5
Aguascalientes,Aguascalientes,2021-12-01,45.26,,21.69,54.54,57.33,3.58,0.85,14.55,50.78,0.9,8.2,1.19,125.0,Unhealthy for Sensitive Groups,7.6,55.7,0.253,2.22,32.91,53.5
Aguascalientes,Aguascalientes,2022-01-01,27.07,77.55,31.65,51.93,40.94,7.55,1.82,12.34,46.97,2.78,2.69,1.3,82.0,Moderate,5.8,51.7,0.212,2.05,33.45,53.9
Aguascalientes,Aguascalientes,2022-02-01,20.17,40.36,19.43,25.41,44.73,4.22,2.53,23.72,77.7,2.1,11.0,3.04,68.0,Moderate,12.7,55.4,0.147,1.19,33.39,54.0
Aguascalientes,Aguascalientes,2022-03-01,,72.59,27.07,25.34,32.79,12.94,0.99,23.65,70.91,2.09,10.24,3.92,,,7.1,44.4,0.222,2.15,33.79,54.0
Aguascalientes,Aguascalientes,2022-04-01,40.6,51.79,34.45,33.44,28.59,,1.72,11.36,114.29,,7.74,1.55,114.0,Unhealthy for Sensitive Groups,12.2,29.7,0.216,0.72,34.17,54.1
Aguascalientes,Aguascalientes,2022-05-01,46.28,83.09,26.79,20.68,74.25,5.78,1.88,22.76,,1.95,6.0,4.19,128.0,Unhealthy for Sensitive Groups,16.6,45.7,0.207,0.1,33.13,53.8
Aguascalientes,Aguascalientes,2022-06-01,17.54,30.63,19.63,22.93,17.6,0.5,0.58,9.63,48.38,0.99,3.31,0.38,62.0,Moderate,8.9,62.1,0.122,0.94,32.93,54.0
Aguascalientes,Aguascalientes,2022-07-01,,51.36,8.48,,9.95,,0.97,,96.08,0.41,3.3,0.48,,,9.6,74.5,0.185,0.09,33.38,54.0
Aguascalientes,Aguascalientes,2022-08-01,,32.16,4.75,16.68,30.01,8.22,0.85,13.36,43.74,1.44,,2.25,,,11.9,67.1,0.194,1.79,32.69,54.0
Aguascalientes,Aguascalientes,2022-09-01,19.76,32.82,16.24,32.63,5.27,,0.31,14.66,62.85,1.28,3.37,1.68,67.0,Moderate,8.9,73.4,0.248,1.48,34.06,53.9
Aguascalientes,Aguascalientes,2022-10-01,31.79,27.44,12.72,34.81,22.75,9.07,0.84,3.44,58.79,0.97,4.53,1.79,92.0,Moderate,11.5,67.4,0.241,-0.56,33.04,54.1
Aguascalientes,Aguascalientes,2022-11-01,,39.93,23.75,36.17,49.42,4.73,1.12,7.98,75.2,1.61,8.52,0.49,,,9.7,51.6,0.11,2.49,33.56,54.2
Aguascalientes,Aguascalientes,2022-12-01,23.26,78.27,12.98,26.42,63.71,14.93,,,46.56,3.86,10.85,2.71,74.0,Moderate,2.2,57.7,0.205,1.84,32.46,53.9
Aguascalientes,Aguascalientes,2023-01-01,,59.81,10.04,42.01,62.52,7.64,0.75,17.6,36.58,1.84,,0.48,,,6.0,38.8,0.16,-0.16,33.47,54.4
Aguascalientes,Aguascalientes,2023-02-01,22.91,52.42,25.94,24.98,30.81,13.13,2.11,7.16,37.26,2.65,6.16,2.45,74.0,Moderate,9.3,39.7,0.235,2.23,33.34,54.4
Aguascalientes,Aguascalientes,2023-03-01,40.73,60.62,15.12,52.43,65.79,7.9,2.04,19.22,102.51,0.68,10.26,0.6,114.0,Unhealthy for Sensitive Groups,5.4,42.6,0.168,0.84,34.46,54.5
Aguascalientes,Aguascalientes,2023-04-01,34.36,37.17,25.25,34.2,46.33,8.57,2.18,11.84,53.16,2.09,2.12,,98.0,Moderate,16.8,39.2,0.15,0.13,33.32,54.6
Aguascalientes,Aguascalientes,2023-05-01,32.34,45.4,33.33,31.91,47.5,4.85,2.92,12.74,81.57,3.49,3.49,3.81,94.0,Moderate,10.0,37.7,0.317,0.45,33.87,54.6
Aguascalientes,Aguascalientes,2023-06-01,18.58,56.48,11.02,21.76,30.36,9.79,0.99,10.58,115.64,1.86,1.18,0.89,65.0,Moderate,7.5,63.2,0.231,1.57,33.28,54.6
Aguascalientes,Aguascalientes,2023-07-01,25.19,43.99,20.58,19.22,18.34,0.57,1.59,12.97,86.8,1.46,3.46,1.18,79.0,Moderate,10.1,68.2,0.178,1.73,34.12,54.7
Aguascalientes,Aguascalientes,2023-08-01,17.92,42.5,10.6,14.53,21.09,5.85,1.0,9.29,100.04,1.29,2.22,0.83,63.0,Moderate,3.9,78.0,0.147,1.75,34.34,54.5
Aguascalientes,Aguascalientes,2023-09-01,22.35,32.38,14.92,15.48,16.92,3.88,1.5,6.68,69.71,,4.99,1.83,73.0,Moderate,12.6,92.3,0.29,1.24,34.52,54.5
Aguascalientes,Aguascalientes,2023-10-01,26.21,,11.28,21.24,42.67,7.0,1.33,5.02,48.83,2.12,2.48,0.4,81.0,Moderate,8.6,79.3,0.11,2.06,33.74,54.6
Aguascalientes,Aguascalientes,2023-11-01,30.19,59.97,30.74,34.15,30.58,4.39,1.45,12.92,65.67,2.57,8.83,,89.0,Moderate,10.5,54.3,0.338,2.69,34.3,54.3
Aguascalientes,Aguascalientes,2023-12-01,36.76,100.68,25.16,27.59,70.13,12.23,3.55,,37.59,4.21,8.85,4.37,104.0,Unhealthy for Sensitive Groups,5.2,47.5,0.25,1.01,33.65,54.5
Aguascalientes,Aguascalientes,2024-01-01,33.2,38.1,9.32,46.5,31.96,11.88,2.23,,68.1,2.5,7.35,2.65,95.0,Moderate,7.8,58.8,0.223,0.96,33.76,55.1
Aguascalientes,Aguascalientes,2024-02-01,18.7,73.14,35.45,41.81,51.51,7.65,1.72,7.63,54.74,1.64,,,65.0,Moderate,11.2,33.6,0.18,0.45,35.14,54.9
Aguascalientes,Aguascalientes,2024-03-01,30.78,50.96,19.19,46.78,45.53,7.28,1.79,12.3,51.74,1.22,4.39,1.42,90.0,Moderate,7.1,36.8,0.234,-0.33,34.89,55.0
Aguascalientes,Aguascalientes,2024-04-01,36.41,78.96,13.6,40.68,56.81,10.11,0.73,13.02,64.47,2.18,10.66,1.16,103.0,Unhealthy for Sensitive Groups,14.3,39.8,0.233,2.1,34.63,55.0
Aguascalientes,Aguascalientes,2024-05-01,35.38,100.78,17.84,22.8,38.12,6.99,2.35,13.92,109.78,2.75,8.46,3.84,100.0,Moderate,8.4,51.4,0.288,1.84,35.91,55.1
Aguascalientes,Aguascalientes,2024-06-01,18.79,51.13,11.54,18.75,12.55,5.9,1.27,9.23,54.44,0.64,4.97,1.96,65.0,Moderate,9.9,62.8,0.214,-0.5,34.05,55.1
Aguascalientes,Aguascalientes,2024-07-01,20.82,44.39,15.29,17.22,33.47,7.47,0.9,7.86,76.48,1.51,,1.28,69.0,Moderate,13.3,80.4,0.133,0.44,33.62,55.1
Aguascalientes,Aguascalientes,2024-08-01,25.54,,7.99,11.66,23.85,4.97,1.31,11.53,,1.87,2.14,1.72,79.0,Moderate,11.1,66.1,0.257,0.52,35.17,54.9
Aguascalientes,Aguascalientes,2024-09-01,5.55,24.64,10.19,19.96,22.03,5.71,0.53,11.95,81.79,1.47,1.18,0.85,23.0,Good,9.5,79.7,0.256,2.56,34.09,55.3
