State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Auvergne-Rhône-Alpes,Valence,2014-01-01,12.51,28.4,10.57,30.9,41.47,10.92,0.64,3.92,29.07,1.06,3.55,3.14,92,Satisfactory,17.2,62.88,0.0195,1.75,3.11,837.06
Auvergne-Rhône-Alpes,Chambéry,2014-01-01,14.34,25.15,2.66,6.52,9.17,5.7,0.77,1.79,45.1,1.07,4.11,2.53,58,Satisfactory,19.4,64.49,0.0086,1.03,5.13,768.69
Provence-Alpes-Côte d'Azur,Marseille,2014-01-01,17.14,27.55,15.64,28.37,44.01,1.36,1.0,1.95,37.13,0.76,1.86,1.96,86,Satisfactory,17.68,66.07,0.0103,0.93,9.7,5825.16
Provence-Alpes-Côte d'Azur,Nice,2014-01-01,13.76,11.6,4.79,12.18,16.97,12.43,0.53,1.77,48.66,0.91,3.42,1.24,64,Satisfactory,14.69,77.03,0.0143,0.43,4.83,975.79
Provence-Alpes-Côte d'Azur,Toulon,2014-01-01,14.04,11.55,12.6,21.67,34.27,11.43,0.49,3.28,39.0,1.3,3.0,1.59,79,Satisfactory,15.18,75.53,0.0111,0.79,4.45,881.62
Provence-Alpes-Côte d'Azur,Aix-en-Provence,2014-01-01,16.66,17.86,6.8,21.36,28.16,4.53,0.22,2.6,27.21,1.78,4.8,3.32,84,Satisfactory,5.75,86.0,0.01,1.62,5.54,401.23
Provence-Alpes-Côte d'Azur,Avignon,2014-01-01,15.31,28.0,3.17,7.81,10.97,1.47,0.77,2.52,18.17,1.18,2.8,1.9,88,Satisfactory,10.67,66.64,0.0092,0.64,4.51,952.38
Provence-Alpes-Côte d'Azur,Antibes,2014-01-01,10.51,14.56,11.76,21.68,33.44,10.83,0.56,2.77,48.94,0.81,2.19,1.34,27,Good,16.04,66.49,0.0121,1.15,5.79,629.83
Provence-Alpes-Côte d'Azur,Cannes,2014-01-01,16.25,19.5,9.94,22.79,32.73,11.37,0.31,1.25,43.12,0.57,1.65,1.32,97,Satisfactory,10.3,70.9,0.0046,1.68,5.42,1149.94
Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,2014-01-01,14.63,26.59,12.83,22.74,35.57,3.09,0.39,2.15,55.13,0.97,2.8,2.57,60,Satisfactory,8.24,69.6,0.0012,1.8,3.73,851.32
Hauts-de-France,Lille,2014-01-01,12.74,41.66,29.84,53.9,83.74,4.56,1.09,2.85,46.65,1.32,4.84,3.01,57,Satisfactory,10.37,64.09,0.0093,0.92,6.7,9577.06
Hauts-de-France,Amiens,2014-01-01,12.27,25.91,7.96,24.93,32.89,8.07,0.38,4.33,49.9,0.85,1.81,2.56,96,Satisfactory,15.05,71.3,0.0151,1.17,4.92,1079.36
Hauts-de-France,Roubaix,2014-01-01,11.05,26.6,10.18,18.33,28.51,9.04,0.65,1.4,40.49,0.93,2.93,2.64,36,Good,12.69,55.86,0.0037,0.27,3.64,855.99
Hauts-de-France,Tourcoing,2014-01-01,9.26,20.06,3.84,7.3,11.14,4.54,0.27,2.24,52.16,1.15,4.18,3.13,42,Good,22.12,73.19,0.0083,0.52,4.92,453.46
Hauts-de-France,Dunkerque,2014-01-01,16.07,21.58,6.12,13.3,19.42,5.19,0.51,7.59,41.92,1.36,4.08,2.98,90,Satisfactory,18.45,48.36,0.0002,1.1,16.64,4163.81
Hauts-de-France,Calais,2014-01-01,8.71,13.05,8.19,14.52,22.72,6.61,0.47,3.88,48.52,0.8,2.1,1.29,36,Good,24.44,65.52,0.0006,0.77,5.45,1246.16
Hauts-de-France,Villeneuve-d'Ascq,2014-01-01,16.21,18.55,5.82,18.05,23.86,10.67,0.49,2.47,39.55,0.91,3.55,2.02,91,Satisfactory,21.91,77.61,0.0034,2.21,4.45,532.79
Hauts-de-France,Valenciennes,2014-01-01,29.36,52.7,10.24,25.64,35.88,2.55,0.58,8.79,31.92,0.69,2.13,1.58,78,Satisfactory,7.74,63.04,0.0057,1.11,15.19,3915.15
Occitanie,Toulouse,2014-01-01,40.14,30.36,25.26,52.03,77.29,2.18,0.85,1.21,32.63,1.2,4.76,2.13,101,Moderate,25.51,72.02,0.0005,1.17,10.64,5883.44
Occitanie,Montpellier,2014-01-01,14.9,21.45,13.01,33.35,46.36,5.36,0.48,2.84,27.37,0.76,2.51,1.74,78,Satisfactory,9.45,55.26,0.0115,1.6,4.92,1067.79
Occitanie,Nîmes,2014-01-01,16.96,22.48,10.4,26.68,37.08,7.37,0.51,2.01,34.27,1.33,2.72,3.53,86,Satisfactory,14.72,75.47,0.0094,0.78,4.44,381.19
Occitanie,Perpignan,2014-01-01,19.37,29.31,10.5,26.46,36.95,7.73,0.59,4.87,26.6,0.81,2.98,1.04,73,Satisfactory,7.85,80.21,0.0112,0.72,4.51,615.91
Occitanie,Béziers,2014-01-01,15.9,29.97,6.43,12.09,18.52,11.39,0.59,2.2,39.11,0.88,2.71,2.04,82,Satisfactory,8.3,75.15,0.018,1.59,5.05,621.76
Occitanie,Montauban,2014-01-01,11.18,25.75,8.38,20.17,28.54,6.59,0.38,3.9,43.4,0.99,3.1,2.27,18,Good,9.0,56.25,0.0106,1.0,4.4,757.72
Occitanie,Narbonne,2014-01-01,11.73,22.56,5.34,16.95,22.29,10.33,0.72,3.43,61.67,0.79,2.73,1.99,22,Good,14.99,77.81,0.0104,1.5,4.8,703.17
Occitanie,Albi,2014-01-01,16.58,25.39,8.18,18.1,26.28,6.15,0.53,2.13,45.47,1.14,3.97,1.92,85,Satisfactory,13.01,83.5,0.0026,0.69,6.24,1043.42
Nouvelle-Aquitaine,Bordeaux,2014-01-01,12.61,18.01,8.35,15.85,24.21,5.23,0.61,4.19,30.81,1.06,4.13,2.69,67,Satisfactory,28.8,89.77,0.0079,1.16,8.27,7985.13
Nouvelle-Aquitaine,Limoges,2014-01-01,11.02,27.3,8.98,24.26,33.24,10.63,0.74,1.74,22.69,1.22,4.32,3.35,45,Good,8.69,70.6,0.0061,0.87,4.79,820.9
Nouvelle-Aquitaine,Poitiers,2014-01-01,16.12,27.32,10.75,25.19,35.94,6.23,0.65,3.56,36.32,0.47,1.06,0.94,75,Satisfactory,12.76,77.06,0.0068,0.68,4.12,864.98
Nouvelle-Aquitaine,Pau,2014-01-01,20.48,24.79,13.19,25.05,38.24,10.2,0.54,3.55,40.51,0.98,2.51,1.54,53,Satisfactory,3.48,62.35,0.0126,1.47,6.44,473.85
Nouvelle-Aquitaine,La Rochelle,2014-01-01,12.6,23.68,2.53,5.49,8.02,9.38,0.78,2.87,37.07,1.45,4.94,2.89,57,Satisfactory,15.78,60.9,0.014,1.2,5.0,789.37
Nouvelle-Aquitaine,Mérignac,2014-01-01,20.89,29.21,9.16,23.47,32.63,5.16,0.41,3.52,57.27,0.89,3.36,2.27,74,Satisfactory,8.74,80.43,0.0047,0.99,6.42,955.05
Nouvelle-Aquitaine,Pessac,2014-01-01,16.67,24.47,11.39,29.23,40.62,7.3,0.51,3.57,49.62,1.04,4.0,2.34,70,Satisfactory,12.41,91.62,0.0136,1.0,5.48,349.01
Nouvelle-Aquitaine,Niort,2014-01-01,20.73,20.76,13.42,31.07,44.49,7.55,0.76,2.45,31.87,1.16,2.45,2.38,74,Satisfactory,23.13,58.97,0.0068,0.26,6.17,459.7
Grand Est,Strasbourg,2014-01-01,26.78,39.05,16.09,41.38,57.47,4.27,0.74,3.73,41.43,1.22,4.56,1.64,92,Satisfactory,9.71,75.61,0.001,1.33,10.7,5904.7
Grand Est,Reims,2014-01-01,12.71,16.28,9.69,26.8,36.49,8.25,0.78,3.9,44.31,1.23,3.83,3.35,80,Satisfactory,12.0,85.54,0.0087,0.54,5.37,853.37
Grand Est,Metz,2014-01-01,12.55,22.3,8.75,19.14,27.89,11.69,0.78,4.12,31.29,1.01,3.2,1.02,95,Satisfactory,17.36,80.32,0.0063,0.92,6.92,800.19
Grand Est,Mulhouse,2014-01-01,21.33,41.79,6.39,13.76,20.15,7.77,0.68,9.65,31.82,0.93,3.19,2.76,95,Satisfactory,10.86,68.34,0.0071,1.44,15.61,3554.59
Grand Est,Nancy,2014-01-01,16.07,16.53,15.93,28.06,43.99,9.38,0.49,3.72,48.72,0.8,2.7,2.04,55,Satisfactory,16.58,53.2,0.0116,1.25,5.57,724.93
Grand Est,Colmar,2014-01-01,19.74,20.93,9.82,25.56,35.39,12.82,0.47,2.89,49.47,0.74,2.18,1.05,99,Satisfactory,8.87,69.75,0.0067,1.92,3.38,616.43
Grand Est,Troyes,2014-01-01,19.07,21.24,9.93,16.97,26.9,11.17,0.43,2.27,45.52,1.12,4.49,3.29,94,Satisfactory,15.25,77.17,0.0111,0.71,6.39,495.61
Pays de la Loire,Nantes,2014-01-01,26.26,41.27,32.2,54.44,86.64,3.25,0.65,3.94,27.68,1.38,5.26,2.67,89,Satisfactory,18.95,72.34,0.0123,0.07,10.09,9993.52
Pays de la Loire,Angers,2014-01-01,11.36,27.74,10.67,19.63,30.31,0.61,0.36,2.85,39.9,1.05,2.25,2.74,48,Good,9.1,69.15,0.0004,1.37,4.19,885.39
Pays de la Loire,Le Mans,2014-01-01,19.97,25.87,7.32,12.53,19.85,10.77,0.53,3.18,58.79,0.91,1.82,1.32,80,Satisfactory,13.98,55.42,0.009,0.11,5.82,888.08
Pays de la Loire,Saint-Nazaire,2014-01-01,27.62,35.56,8.57,19.61,28.18,1.02,0.48,10.54,36.28,0.58,1.71,1.01,61,Satisfactory,11.66,63.74,0.0197,1.94,16.67,2741.68
Pays de la Loire,Cholet,2014-01-01,15.3,21.59,5.5,10.39,15.89,8.48,0.52,3.18,30.22,0.81,1.66,1.31,82,Satisfactory,9.02,72.94,0.0077,1.13,6.08,545.17
Normandie,Rouen,2014-01-01,18.22,34.75,8.45,17.03,25.48,4.31,0.49,10.91,36.76,0.49,1.73,0.81,67,Satisfactory,16.02,51.27,0.0025,1.34,13.21,3786.59
Normandie,Caen,2014-01-01,19.71,10.25,3.56,11.32,14.88,8.97,0.31,5.09,56.61,0.51,1.81,1.06,73,Satisfactory,19.99,76.14,0.0001,0.99,5.82,854.11
Normandie,Le Havre,2014-01-01,14.61,33.33,5.59,13.54,19.13,0.81,0.87,9.62,30.97,1.35,2.99,2.1,54,Satisfactory,17.85,46.86,0.0081,-0.12,18.03,2393.64
Normandie,Cherbourg-en-Cotentin,2014-01-01,15.19,37.02,6.52,20.48,27.0,8.75,0.58,3.01,42.69,1.16,3.17,2.26,95,Satisfactory,15.35,98.13,0.0011,0.42,4.7,1034.17
Normandie,Évreux,2014-01-01,15.8,30.99,5.35,17.65,23.0,4.1,0.63,3.85,38.45,1.14,3.1,2.99,52,Satisfactory,11.75,59.66,0.0089,1.14,5.19,963.38
Bretagne,Rennes,2014-01-01,17.1,20.0,7.68,24.13,31.81,4.64,0.3,3.44,58.95,0.73,2.71,2.01,78,Satisfactory,13.9,82.16,0.0089,0.37,6.27,873.47
Bretagne,Brest,2014-01-01,2.45,19.62,6.7,19.99,26.69,10.78,0.5,2.59,39.81,1.13,3.65,2.58,40,Good,22.58,75.54,0.0031,0.61,4.12,76.31
Bretagne,Quimper,2014-01-01,9.78,21.69,12.31,28.49,40.8,4.61,0.27,3.51,37.13,1.04,3.76,1.79,20,Good,14.11,87.22,0.0041,-0.03,3.63,1056.41
Bretagne,Lorient,2014-01-01,12.52,20.58,6.62,15.21,21.83,8.23,0.69,2.78,29.81,0.9,2.4,1.34,51,Satisfactory,26.59,73.79,0.0136,1.02,6.36,132.26
Bretagne,Vannes,2014-01-01,15.74,37.95,7.52,15.53,23.06,7.84,0.6,3.33,30.95,1.4,5.02,3.03,99,Satisfactory,21.15,75.62,0.0098,0.63,4.99,896.67
Bourgogne-Franche-Comté,Dijon,2014-01-01,20.56,28.45,13.26,24.05,37.31,6.37,0.27,2.82,42.88,1.28,3.06,3.8,69,Satisfactory,8.69,57.64,0.0127,1.48,3.73,571.05
Bourgogne-Franche-Comté,Besançon,2014-01-01,16.26,28.9,7.93,18.32,26.26,11.34,0.66,2.41,32.03,0.82,1.76,1.29,95,Satisfactory,18.94,64.99,0.0128,1.64,5.33,563.94
Bourgogne-Franche-Comté,Belfort,2014-01-01,13.97,25.33,11.3,25.22,36.53,9.43,0.65,3.64,40.52,0.84,3.0,1.87,81,Satisfactory,14.24,72.89,0.0131,0.18,4.97,829.75
Bourgogne-Franche-Comté,Chalon-sur-Saône,2014-01-01,13.45,23.28,2.55,7.54,10.09,5.31,0.59,3.34,53.73,1.18,2.71,2.45,86,Satisfactory,9.61,77.36,0.0192,1.03,4.78,902.83
Centre-Val de Loire,Tours,2014-01-01,13.05,20.72,10.54,29.66,40.2,3.59,0.64,3.7,34.1,1.22,2.46,2.74,51,Satisfactory,18.45,63.08,0.0199,0.01,7.18,1213.25
Centre-Val de Loire,Orléans,2014-01-01,11.7,24.79,7.55,13.14,20.69,12.41,0.26,2.29,30.48,0.99,2.98,1.33,28,Good,0.58,90.39,0.0095,0.76,6.04,900.41
Centre-Val de Loire,Bourges,2014-01-01,9.56,18.45,17.35,29.52,46.87,4.08,0.52,4.03,43.78,1.39,2.98,3.16,22,Good,12.76,72.93,0.0078,0.82,4.9,594.14
Centre-Val de Loire,Blois,2014-01-01,17.66,24.85,15.09,29.58,44.67,8.11,0.53,3.91,42.61,1.2,3.39,2.08,52,Satisfactory,11.71,78.78,0.0047,0.22,5.29,794.27
Île-de-France,Paris,2014-02-01,19.7,37.35,25.72,46.66,72.39,5.72,0.46,4.02,43.92,1.2,2.91,2.0,68,Satisfactory,12.66,77.05,0.0074,0.12,8.74,11868.3
Île-de-France,Boulogne-Billancourt,2014-02-01,13.93,25.0,15.14,26.53,41.67,6.24,0.49,4.56,39.88,0.86,2.05,2.09,73,Satisfactory,15.15,82.91,0.0144,1.78,4.6,497.16
Île-de-France,Saint-Denis,2014-02-01,18.66,35.85,8.42,17.48,25.91,10.37,0.77,2.27,35.53,0.85,2.47,1.43,97,Satisfactory,7.3,79.98,0.0075,0.95,6.8,738.19
Île-de-France,Argenteuil,2014-02-01,16.76,20.46,4.02,11.21,15.23,10.03,0.42,3.12,27.94,1.42,4.04,1.89,89,Satisfactory,7.06,78.47,0.006,1.49,6.01,1082.97
Île-de-France,Montreuil,2014-02-01,16.91,28.1,10.79,29.41,40.2,4.5,0.44,2.25,50.82,0.67,2.12,0.73,79,Satisfactory,10.05,76.82,0.0026,1.04,4.69,1186.09
Île-de-France,Nanterre,2014-02-01,19.6,31.45,7.86,14.6,22.46,8.01,0.51,2.28,34.07,0.89,2.9,2.14,72,Satisfactory,10.99,76.62,0.0085,1.63,4.61,310.89
Île-de-France,Vitry-sur-Seine,2014-02-01,20.95,27.0,7.41,22.45,29.86,7.45,0.49,2.82,35.53,0.83,2.49,1.7,95,Satisfactory,18.49,77.72,0.0049,1.45,6.83,1025.36
Île-de-France,Créteil,2014-02-01,19.71,25.0,5.74,18.66,24.4,1.3,0.44,2.52,42.61,0.76,3.01,1.5,59,Satisfactory,20.02,66.86,0.0075,2.11,5.39,552.73
Île-de-France,Asnières-sur-Seine,2014-02-01,13.37,16.54,10.33,18.16,28.49,7.06,0.62,5.07,43.61,0.68,2.18,0.96,54,Satisfactory,14.1,70.63,0.0092,0.39,4.53,1017.25
Île-de-France,Colombes,2014-02-01,10.15,19.85,2.75,8.3,11.06,9.86,0.65,2.66,35.48,0.94,2.9,1.63,38,Good,11.94,67.38,0.0134,0.47,4.76,766.14
Auvergne-Rhône-Alpes,Lyon,2014-02-01,19.82,49.51,18.7,31.38,50.08,6.55,1.04,3.65,15.7,1.08,2.32,1.14,59,Satisfactory,4.57,69.07,0.0091,0.79,12.22,8170.36
Auvergne-Rhône-Alpes,Saint-Étienne,2014-02-01,15.56,38.74,4.72,10.04,14.76,6.8,0.53,8.58,42.52,1.06,3.8,1.86,70,Satisfactory,17.5,63.34,0.0108,-0.04,12.92,2092.2
Auvergne-Rhône-Alpes,Grenoble,2014-02-01,10.61,27.96,8.5,17.58,26.08,10.52,0.41,2.62,46.2,0.75,2.53,1.02,33,Good,16.17,66.19,0.0046,0.52,6.03,532.64
Auvergne-Rhône-Alpes,Villeurbanne,2014-02-01,19.49,32.21,5.97,16.95,22.91,4.71,0.54,3.15,26.34,1.09,3.21,2.59,97,Satisfactory,12.22,76.36,0.0165,1.58,4.76,744.54
Auvergne-Rhône-Alpes,Clermont-Ferrand,2014-02-01,10.02,19.87,12.39,26.41,38.81,8.9,0.69,2.59,40.5,1.37,5.01,2.93,28,Good,4.59,54.89,0.0107,1.79,3.8,932.03
Auvergne-Rhône-Alpes,Annecy,2014-02-01,11.88,27.8,8.1,23.52,31.62,8.57,0.47,2.78,30.3,1.11,2.99,2.37,40,Good,9.12,64.92,0.0037,0.5,5.06,982.95
Auvergne-Rhône-Alpes,Vénissieux,2014-02-01,20.57,27.24,7.3,20.8,28.1,6.34,0.68,2.93,59.88,1.07,2.8,3.06,87,Satisfactory,15.76,89.6,0.0148,1.25,5.31,967.93
Auvergne-Rhône-Alpes,Valence,2014-02-01,15.35,14.47,13.43,28.5,41.93,8.12,0.44,4.39,41.19,1.16,4.34,1.89,93,Satisfactory,14.03,55.48,0.0048,1.99,5.84,773.49
Auvergne-Rhône-Alpes,Chambéry,2014-02-01,12.61,26.66,11.1,20.3,31.4,5.63,0.55,3.16,17.99,1.16,3.02,2.31,92,Satisfactory,24.33,56.08,0.009,2.02,5.27,914.37
Provence-Alpes-Côte d'Azur,Marseille,2014-02-01,20.37,34.23,10.0,19.68,29.68,3.09,1.01,3.49,47.5,1.01,3.15,1.58,76,Satisfactory,22.09,75.41,0.0124,0.97,12.66,10970.74
Provence-Alpes-Côte d'Azur,Nice,2014-02-01,13.98,17.19,8.03,15.59,23.62,10.09,0.54,4.25,34.78,0.93,2.8,1.84,73,Satisfactory,20.06,65.32,0.0131,0.27,4.05,648.29
Provence-Alpes-Côte d'Azur,Toulon,2014-02-01,9.39,13.81,9.11,22.92,32.03,7.63,0.29,3.29,49.17,1.1,3.53,1.32,31,Good,25.65,71.47,0.0163,0.91,6.77,828.17
Provence-Alpes-Côte d'Azur,Aix-en-Provence,2014-02-01,11.91,22.92,9.01,27.65,36.66,8.0,0.58,3.54,31.64,1.01,2.8,1.59,28,Good,10.13,40.84,0.0117,1.47,4.0,356.09
Provence-Alpes-Côte d'Azur,Avignon,2014-02-01,15.32,12.58,8.99,16.35,25.34,6.07,0.5,4.42,37.75,0.66,2.35,1.42,70,Satisfactory,13.83,78.57,0.0179,1.15,4.92,857.08
Provence-Alpes-Côte d'Azur,Antibes,2014-02-01,12.47,25.16,7.46,20.68,28.14,4.76,0.49,3.24,39.63,1.06,2.32,1.2,58,Satisfactory,25.36,88.86,0.0083,1.51,4.6,842.8
Provence-Alpes-Côte d'Azur,Cannes,2014-02-01,13.79,23.59,2.51,6.14,8.65,7.5,0.42,2.67,38.82,0.89,1.88,2.48,69,Satisfactory,30.93,66.13,0.0194,1.17,5.48,1080.99
Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,2014-02-01,18.58,31.51,15.43,26.45,41.89,12.29,0.57,2.23,30.82,1.52,6.06,3.98,63,Satisfactory,14.23,57.38,0.0035,1.23,5.51,1106.48
Hauts-de-France,Lille,2014-02-01,24.93,34.54,20.54,37.82,58.36,8.19,1.23,4.83,50.0,1.45,3.1,2.78,56,Satisfactory,21.67,88.71,0.0122,0.82,11.78,7301.16
Hauts-de-France,Amiens,2014-02-01,19.31,18.48,8.07,26.58,34.65,6.29,0.37,3.69,26.01,1.08,3.49,1.13,52,Satisfactory,13.36,61.75,0.0064,0.59,6.78,1037.94
Hauts-de-France,Roubaix,2014-02-01,17.14,17.94,8.62,15.16,23.78,10.54,0.46,0.32,47.61,1.1,2.35,1.97,90,Satisfactory,11.91,77.43,0.0155,0.59,4.3,226.23
Hauts-de-France,Tourcoing,2014-02-01,14.22,30.35,9.79,19.11,28.91,6.44,0.47,2.7,47.43,0.88,2.35,2.03,58,Satisfactory,15.86,73.96,0.0124,0.33,4.0,1003.43
Hauts-de-France,Dunkerque,2014-02-01,14.94,30.45,8.95,26.98,35.93,4.68,0.66,8.41,37.74,1.27,4.19,3.63,70,Satisfactory,16.14,74.7,0.0111,0.11,17.73,2392.19
Hauts-de-France,Calais,2014-02-01,11.22,18.07,4.13,13.7,17.83,9.0,0.43,3.75,40.55,0.72,2.39,1.29,49,Good,21.49,68.25,0.0066,1.45,4.91,575.66
Hauts-de-France,Villeneuve-d'Ascq,2014-02-01,8.62,27.52,4.21,13.56,17.76,3.84,0.51,1.82,31.02,1.45,5.64,2.92,30,Good,14.69,55.14,0.015,1.05,3.64,1015.28
Hauts-de-France,Valenciennes,2014-02-01,13.79,53.23,7.34,21.39,28.73,4.25,0.74,10.08,45.3,0.69,1.64,1.81,66,Satisfactory,15.56,81.53,0.0214,0.92,10.08,3809.36
Occitanie,Toulouse,2014-02-01,25.1,34.4,5.96,16.98,22.94,10.5,0.9,2.48,44.83,0.66,2.01,1.41,70,Satisfactory,17.69,65.66,0.0041,1.16,9.1,6424.0
Occitanie,Montpellier,2014-02-01,20.64,25.87,8.33,17.78,26.11,7.74,0.51,4.86,29.9,1.22,4.49,1.53,85,Satisfactory,13.84,64.76,0.0104,1.3,5.31,235.67
Occitanie,Nîmes,2014-02-01,10.54,19.79,17.4,29.16,46.56,14.48,0.13,3.84,49.82,0.84,2.19,1.85,49,Good,12.4,74.33,0.0007,0.63,4.46,481.96
Occitanie,Perpignan,2014-02-01,18.35,26.88,10.37,24.21,34.58,9.44,0.36,3.96,34.5,1.24,4.88,2.06,99,Satisfactory,14.75,74.58,0.009,1.41,4.2,845.47
Occitanie,Béziers,2014-02-01,10.76,30.35,7.23,23.86,31.09,6.26,0.62,2.11,32.38,1.11,3.14,1.68,38,Good,16.4,68.35,0.0076,1.49,4.83,698.89
Occitanie,Montauban,2014-02-01,19.8,26.58,6.09,10.63,16.72,9.51,0.48,3.4,49.49,0.6,1.56,1.77,90,Satisfactory,13.74,77.99,0.0018,0.73,4.76,801.47
Occitanie,Narbonne,2014-02-01,18.93,29.38,5.75,12.19,17.93,10.96,0.55,3.05,23.05,0.9,1.8,2.02,52,Satisfactory,18.35,80.75,0.0054,0.84,3.84,509.86
Occitanie,Albi,2014-02-01,16.08,21.97,7.09,13.67,20.76,7.75,0.75,4.14,58.32,0.74,2.42,1.05,87,Satisfactory,16.43,49.26,0.0167,0.89,2.82,534.4
Nouvelle-Aquitaine,Bordeaux,2014-02-01,23.17,15.18,19.81,46.7,66.51,3.69,0.44,1.63,30.52,1.21,4.79,2.41,74,Satisfactory,16.62,77.13,0.0047,0.29,6.24,8677.69
Nouvelle-Aquitaine,Limoges,2014-02-01,14.93,21.83,15.0,25.17,40.17,9.66,0.54,2.86,54.38,1.44,4.16,3.34,80,Satisfactory,10.09,74.97,0.0114,1.02,5.04,1130.39
Nouvelle-Aquitaine,Poitiers,2014-02-01,14.74,23.97,2.92,5.74,8.66,12.78,0.34,3.07,36.83,0.75,1.56,1.49,73,Satisfactory,15.5,65.72,0.0157,0.56,5.79,899.22
Nouvelle-Aquitaine,Pau,2014-02-01,13.87,28.03,9.17,18.32,27.49,8.98,0.59,3.13,31.06,0.81,2.47,1.69,65,Satisfactory,18.77,68.85,0.014,1.45,5.56,875.02
